,tconst,primaryTitle,startYear,genres,averageRating,budget,ww_gross,budget1mil,ww_gross1mil,numeratorROI,ROI,genre_list,History,Mystery,Western,Fantasy,Drama,Horror,Documentary,Comedy,Thriller,Music,Sport,Biography,Romance,Sci-Fi,Crime,Family,Adventure,Action,Musical,Animation,War,genre_count
1379,tt6134000,The Line,2017,"Crime,Thriller",6.7,1545800.0,2142072.0,1.55,2.14,596272.0,38.57368352956398,Crime,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,2
1379,tt6134000,The Line,2017,"Crime,Thriller",6.7,1545800.0,2142072.0,1.55,2.14,596272.0,38.57368352956398,Thriller,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,2
1380,tt6139732,Aladdin,2019,"Adventure,Family,Fantasy",7.0,183000000.0,1050693953.0,183.0,1050.69,867693953.0,474.1497010928962,Adventure,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,3
1380,tt6139732,Aladdin,2019,"Adventure,Family,Fantasy",7.0,183000000.0,1050693953.0,183.0,1050.69,867693953.0,474.1497010928962,Family,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,3
1380,tt6139732,Aladdin,2019,"Adventure,Family,Fantasy",7.0,183000000.0,1050693953.0,183.0,1050.69,867693953.0,474.1497010928962,Fantasy,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,3
1381,tt6146586,John Wick: Chapter 3 - Parabellum,2019,"Action,Crime,Thriller",7.5,75000000.0,326709727.0,75.0,326.71,251709727.0,335.61296933333335,Action,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,3
1381,tt6146586,John Wick: Chapter 3 - Parabellum,2019,"Action,Crime,Thriller",7.5,75000000.0,326709727.0,75.0,326.71,251709727.0,335.61296933333335,Crime,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,3
1381,tt6146586,John Wick: Chapter 3 - Parabellum,2019,"Action,Crime,Thriller",7.5,75000000.0,326709727.0,75.0,326.71,251709727.0,335.61296933333335,Thriller,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,3
1382,tt6157626,Legend of the Demon Cat,2017,"Adventure,Drama,Family",6.2,25000000.0,97051623.0,25.0,97.05,72051623.0,288.20649199999997,Adventure,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,3
1382,tt6157626,Legend of the Demon Cat,2017,"Adventure,Drama,Family",6.2,25000000.0,97051623.0,25.0,97.05,72051623.0,288.20649199999997,Drama,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,3
1382,tt6157626,Legend of the Demon Cat,2017,"Adventure,Drama,Family",6.2,25000000.0,97051623.0,25.0,97.05,72051623.0,288.20649199999997,Family,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,3
1383,tt6182908,Smallfoot,2018,"Adventure,Animation,Comedy",6.6,80000000.0,214040103.0,80.0,214.04,134040103.0,167.55012875,Adventure,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,3
1383,tt6182908,Smallfoot,2018,"Adventure,Animation,Comedy",6.6,80000000.0,214040103.0,80.0,214.04,134040103.0,167.55012875,Animation,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,3
1383,tt6182908,Smallfoot,2018,"Adventure,Animation,Comedy",6.6,80000000.0,214040103.0,80.0,214.04,134040103.0,167.55012875,Comedy,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,3
1384,tt6189022,Angel Has Fallen,2019,"Action,Thriller",6.4,40000000.0,146661977.0,40.0,146.66,106661977.0,266.6549425,Action,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
1384,tt6189022,Angel Has Fallen,2019,"Action,Thriller",6.4,40000000.0,146661977.0,40.0,146.66,106661977.0,266.6549425,Thriller,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
1385,tt6194538,Little Spirou,2017,"Comedy,Family",4.5,10620000.0,3503943.0,10.62,3.5,-7116057.0,-67.00618644067796,Comedy,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,2
1385,tt6194538,Little Spirou,2017,"Comedy,Family",4.5,10620000.0,3503943.0,10.62,3.5,-7116057.0,-67.00618644067796,Family,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,2
1386,tt6205872,Assassination Nation,2018,"Action,Comedy,Crime",5.9,7000000.0,2584988.0,7.0,2.58,-4415012.0,-63.071600000000004,Action,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,3
1386,tt6205872,Assassination Nation,2018,"Action,Comedy,Crime",5.9,7000000.0,2584988.0,7.0,2.58,-4415012.0,-63.071600000000004,Comedy,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,3
1386,tt6205872,Assassination Nation,2018,"Action,Comedy,Crime",5.9,7000000.0,2584988.0,7.0,2.58,-4415012.0,-63.071600000000004,Crime,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,3
1387,tt6217804,Boo 2! A Madea Halloween,2017,"Comedy,Drama,Horror",3.8,25000000.0,48333932.0,25.0,48.33,23333932.0,93.33572799999999,Comedy,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3
1387,tt6217804,Boo 2! A Madea Halloween,2017,"Comedy,Drama,Horror",3.8,25000000.0,48333932.0,25.0,48.33,23333932.0,93.33572799999999,Drama,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3
1387,tt6217804,Boo 2! A Madea Halloween,2017,"Comedy,Drama,Horror",3.8,25000000.0,48333932.0,25.0,48.33,23333932.0,93.33572799999999,Horror,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3
1388,tt6218010,Journey to China: The Mystery of Iron Mask,2019,"Action,Adventure,Family",4.6,49000000.0,8464658.0,49.0,8.46,-40535342.0,-82.72518775510204,Action,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,3
1388,tt6218010,Journey to China: The Mystery of Iron Mask,2019,"Action,Adventure,Family",4.6,49000000.0,8464658.0,49.0,8.46,-40535342.0,-82.72518775510204,Adventure,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,3
1388,tt6218010,Journey to China: The Mystery of Iron Mask,2019,"Action,Adventure,Family",4.6,49000000.0,8464658.0,49.0,8.46,-40535342.0,-82.72518775510204,Family,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,3
1389,tt6229786,Roza of Smyrna,2016,"Drama,Romance",6.6,1062000.0,2532773.0,1.06,2.53,1470773.0,138.49086629001883,Drama,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
1389,tt6229786,Roza of Smyrna,2016,"Drama,Romance",6.6,1062000.0,2532773.0,1.06,2.53,1470773.0,138.49086629001883,Romance,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
1390,tt6241270,Cinderella and the Secret Prince,2018,"Adventure,Animation,Family",5.2,20000000.0,11896343.0,20.0,11.9,-8103657.0,-40.518285,Adventure,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,3
1390,tt6241270,Cinderella and the Secret Prince,2018,"Adventure,Animation,Family",5.2,20000000.0,11896343.0,20.0,11.9,-8103657.0,-40.518285,Animation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,3
1390,tt6241270,Cinderella and the Secret Prince,2018,"Adventure,Animation,Family",5.2,20000000.0,11896343.0,20.0,11.9,-8103657.0,-40.518285,Family,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,3
1391,tt6266538,Vice,2018,"Biography,Comedy,Drama",7.2,60000000.0,76073488.0,60.0,76.07,16073488.0,26.789146666666667,Biography,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,3
1391,tt6266538,Vice,2018,"Biography,Comedy,Drama",7.2,60000000.0,76073488.0,60.0,76.07,16073488.0,26.789146666666667,Comedy,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,3
1391,tt6266538,Vice,2018,"Biography,Comedy,Drama",7.2,60000000.0,76073488.0,60.0,76.07,16073488.0,26.789146666666667,Drama,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,3
1392,tt6270534,The Translators,2019,"Mystery,Thriller",6.4,11800000.0,2450328.0,11.8,2.45,-9349672.0,-79.23450847457627,Mystery,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
1392,tt6270534,The Translators,2019,"Mystery,Thriller",6.4,11800000.0,2450328.0,11.8,2.45,-9349672.0,-79.23450847457627,Thriller,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
1393,tt6284064,The Bears' Famous Invasion of Sicily,2019,"Adventure,Animation,Family",7.3,12980000.0,2107774.0,12.98,2.11,-10872226.0,-83.76137134052388,Adventure,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,3
1393,tt6284064,The Bears' Famous Invasion of Sicily,2019,"Adventure,Animation,Family",7.3,12980000.0,2107774.0,12.98,2.11,-10872226.0,-83.76137134052388,Animation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,3
1393,tt6284064,The Bears' Famous Invasion of Sicily,2019,"Adventure,Animation,Family",7.3,12980000.0,2107774.0,12.98,2.11,-10872226.0,-83.76137134052388,Family,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,3
1394,tt6288650,Legend of the Naga Pearls,2017,"Action,Adventure,Comedy",5.5,38000000.0,17274695.0,38.0,17.27,-20725305.0,-54.54027631578947,Action,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,3
1394,tt6288650,Legend of the Naga Pearls,2017,"Action,Adventure,Comedy",5.5,38000000.0,17274695.0,38.0,17.27,-20725305.0,-54.54027631578947,Adventure,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,3
1394,tt6288650,Legend of the Naga Pearls,2017,"Action,Adventure,Comedy",5.5,38000000.0,17274695.0,38.0,17.27,-20725305.0,-54.54027631578947,Comedy,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,3
1395,tt6294822,The Post,2017,"Drama,Thriller",7.2,50000000.0,179769457.0,50.0,179.77,129769457.0,259.538914,Drama,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
1395,tt6294822,The Post,2017,"Drama,Thriller",7.2,50000000.0,179769457.0,50.0,179.77,129769457.0,259.538914,Thriller,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
1396,tt6306064,Adrift,2018,"Action,Adventure,Biography",6.6,35000000.0,59945012.0,35.0,59.95,24945012.0,71.27146285714285,Action,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,3
1396,tt6306064,Adrift,2018,"Action,Adventure,Biography",6.6,35000000.0,59945012.0,35.0,59.95,24945012.0,71.27146285714285,Adventure,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,3
1396,tt6306064,Adrift,2018,"Action,Adventure,Biography",6.6,35000000.0,59945012.0,35.0,59.95,24945012.0,71.27146285714285,Biography,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,3
1397,tt6320628,Spider-Man: Far from Home,2019,"Action,Adventure,Sci-Fi",7.5,160000000.0,1131927996.0,160.0,1131.93,971927996.0,607.4549975,Action,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,3
1397,tt6320628,Spider-Man: Far from Home,2019,"Action,Adventure,Sci-Fi",7.5,160000000.0,1131927996.0,160.0,1131.93,971927996.0,607.4549975,Adventure,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,3
1397,tt6320628,Spider-Man: Far from Home,2019,"Action,Adventure,Sci-Fi",7.5,160000000.0,1131927996.0,160.0,1131.93,971927996.0,607.4549975,Sci-Fi,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,3
1398,tt6322922,An Inconvenient Sequel: Truth to Power,2017,Documentary,6.4,1000000.0,5433926.0,1.0,5.43,4433926.0,443.39259999999996,Documentary,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1399,tt6324278,Abominable,2019,"Adventure,Animation,Comedy",7.0,75000000.0,181715552.0,75.0,181.72,106715552.0,142.28740266666665,Adventure,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,3
1399,tt6324278,Abominable,2019,"Adventure,Animation,Comedy",7.0,75000000.0,181715552.0,75.0,181.72,106715552.0,142.28740266666665,Animation,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,3
1399,tt6324278,Abominable,2019,"Adventure,Animation,Comedy",7.0,75000000.0,181715552.0,75.0,181.72,106715552.0,142.28740266666665,Comedy,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,3
1400,tt6329716,The Invincible Dragon,2019,"Action,Adventure,Crime",5.3,12000000.0,2869666.0,12.0,2.87,-9130334.0,-76.08611666666667,Action,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,3
1400,tt6329716,The Invincible Dragon,2019,"Action,Adventure,Crime",5.3,12000000.0,2869666.0,12.0,2.87,-9130334.0,-76.08611666666667,Adventure,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,3
1400,tt6329716,The Invincible Dragon,2019,"Action,Adventure,Crime",5.3,12000000.0,2869666.0,12.0,2.87,-9130334.0,-76.08611666666667,Crime,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,3
1401,tt6343314,Creed II,2018,"Drama,Sport",7.1,50000000.0,214215889.0,50.0,214.22,164215889.0,328.431778,Drama,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
1401,tt6343314,Creed II,2018,"Drama,Sport",7.1,50000000.0,214215889.0,50.0,214.22,164215889.0,328.431778,Sport,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
1402,tt6346162,Disney's Newsies: The Broadway Musical!,2017,Musical,8.5,2000000.0,2827489.0,2.0,2.83,827489.0,41.37445,Musical,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,2
1403,tt6348138,Missing Link,2019,"Adventure,Animation,Comedy",6.7,100000000.0,26249469.0,100.0,26.25,-73750531.0,-73.750531,Adventure,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,3
1403,tt6348138,Missing Link,2019,"Adventure,Animation,Comedy",6.7,100000000.0,26249469.0,100.0,26.25,-73750531.0,-73.750531,Animation,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,3
1403,tt6348138,Missing Link,2019,"Adventure,Animation,Comedy",6.7,100000000.0,26249469.0,100.0,26.25,-73750531.0,-73.750531,Comedy,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,3
1404,tt6359956,A Bad Moms Christmas,2017,Comedy,5.6,28000000.0,130560428.0,28.0,130.56,102560428.0,366.28724285714287,Comedy,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1405,tt6389344,Three heroes and the King of the Sea,2017,"Action,Adventure,Animation",4.8,4000000.0,13816357.0,4.0,13.82,9816357.0,245.408925,Action,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,3
1405,tt6389344,Three heroes and the King of the Sea,2017,"Action,Adventure,Animation",4.8,4000000.0,13816357.0,4.0,13.82,9816357.0,245.408925,Adventure,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,3
1405,tt6389344,Three heroes and the King of the Sea,2017,"Action,Adventure,Animation",4.8,4000000.0,13816357.0,4.0,13.82,9816357.0,245.408925,Animation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,3
1406,tt6394270,Bombshell,2019,"Biography,Drama",6.8,32000000.0,59730345.0,32.0,59.73,27730345.0,86.65732812499999,Biography,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2
1406,tt6394270,Bombshell,2019,"Biography,Drama",6.8,32000000.0,59730345.0,32.0,59.73,27730345.0,86.65732812499999,Drama,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2
1407,tt6398184,Downton Abbey,2019,"Drama,Romance",7.4,13000000.0,192801511.0,13.0,192.8,179801511.0,1383.0885461538462,Drama,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
1407,tt6398184,Downton Abbey,2019,"Drama,Romance",7.4,13000000.0,192801511.0,13.0,192.8,179801511.0,1383.0885461538462,Romance,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
1408,tt6421110,Proud Mary,2018,"Action,Crime,Drama",4.9,14000000.0,21753365.0,14.0,21.75,7753365.0,55.38117857142857,Action,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,3
1408,tt6421110,Proud Mary,2018,"Action,Crime,Drama",4.9,14000000.0,21753365.0,14.0,21.75,7753365.0,55.38117857142857,Crime,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,3
1408,tt6421110,Proud Mary,2018,"Action,Crime,Drama",4.9,14000000.0,21753365.0,14.0,21.75,7753365.0,55.38117857142857,Drama,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,3
1409,tt6423362,The Sun Is Also a Star,2019,"Drama,Music,Romance",5.8,9000000.0,6750029.0,9.0,6.75,-2249971.0,-24.99967777777778,Drama,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,3
1409,tt6423362,The Sun Is Also a Star,2019,"Drama,Music,Romance",5.8,9000000.0,6750029.0,9.0,6.75,-2249971.0,-24.99967777777778,Music,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,3
1409,tt6423362,The Sun Is Also a Star,2019,"Drama,Music,Romance",5.8,9000000.0,6750029.0,9.0,6.75,-2249971.0,-24.99967777777778,Romance,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,3
1410,tt6428676,Wonder Park,2019,"Adventure,Animation,Comedy",5.8,90000000.0,119559110.0,90.0,119.56,29559110.0,32.84345555555556,Adventure,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,3
1410,tt6428676,Wonder Park,2019,"Adventure,Animation,Comedy",5.8,90000000.0,119559110.0,90.0,119.56,29559110.0,32.84345555555556,Animation,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,3
1410,tt6428676,Wonder Park,2019,"Adventure,Animation,Comedy",5.8,90000000.0,119559110.0,90.0,119.56,29559110.0,32.84345555555556,Comedy,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,3
1411,tt6439020,The Personal History of David Copperfield,2019,"Comedy,Drama",6.3,15600000.0,9296286.0,15.6,9.3,-6303714.0,-40.40842307692308,Comedy,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1411,tt6439020,The Personal History of David Copperfield,2019,"Comedy,Drama",6.3,15600000.0,9296286.0,15.6,9.3,-6303714.0,-40.40842307692308,Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1412,tt6445396,You Choose!,2017,"Comedy,Romance",5.5,9204000.0,3202694.0,9.2,3.2,-6001306.0,-65.20323772272924,Comedy,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,2
1412,tt6445396,You Choose!,2017,"Comedy,Romance",5.5,9204000.0,3202694.0,9.2,3.2,-6001306.0,-65.20323772272924,Romance,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,2
1413,tt6450186,I Can Only Imagine,2018,"Biography,Drama,Family",7.3,7000000.0,86086881.0,7.0,86.09,79086881.0,1129.8125857142857,Biography,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,3
1413,tt6450186,I Can Only Imagine,2018,"Biography,Drama,Family",7.3,7000000.0,86086881.0,7.0,86.09,79086881.0,1129.8125857142857,Drama,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,3
1413,tt6450186,I Can Only Imagine,2018,"Biography,Drama,Family",7.3,7000000.0,86086881.0,7.0,86.09,79086881.0,1129.8125857142857,Family,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,3
1414,tt6450804,Terminator: Dark Fate,2019,"Action,Adventure,Sci-Fi",6.3,185000000.0,261119292.0,185.0,261.12,76119292.0,41.145563243243245,Action,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,3
1414,tt6450804,Terminator: Dark Fate,2019,"Action,Adventure,Sci-Fi",6.3,185000000.0,261119292.0,185.0,261.12,76119292.0,41.145563243243245,Adventure,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,3
1414,tt6450804,Terminator: Dark Fate,2019,"Action,Adventure,Sci-Fi",6.3,185000000.0,261119292.0,185.0,261.12,76119292.0,41.145563243243245,Sci-Fi,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,3
1415,tt6452574,Sanju,2018,"Biography,Drama",7.8,14000000.0,76693052.0,14.0,76.69,62693052.0,447.80751428571426,Biography,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2
1415,tt6452574,Sanju,2018,"Biography,Drama",7.8,14000000.0,76693052.0,14.0,76.69,62693052.0,447.80751428571426,Drama,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2
1416,tt6462462,Le brio,2017,"Comedy,Drama",6.8,11480264.0,10968212.0,11.48,10.97,-512052.0,-4.4602807043461725,Comedy,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1416,tt6462462,Le brio,2017,"Comedy,Drama",6.8,11480264.0,10968212.0,11.48,10.97,-512052.0,-4.4602807043461725,Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1417,tt6466464,The Monkey King 3,2018,"Action,Adventure,Family",5.5,73000000.0,115084576.0,73.0,115.08,42084576.0,57.65010410958904,Action,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,3
1417,tt6466464,The Monkey King 3,2018,"Action,Adventure,Family",5.5,73000000.0,115084576.0,73.0,115.08,42084576.0,57.65010410958904,Adventure,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,3
1417,tt6466464,The Monkey King 3,2018,"Action,Adventure,Family",5.5,73000000.0,115084576.0,73.0,115.08,42084576.0,57.65010410958904,Family,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,3
1418,tt6471684,Operation Carwash: A Worldwide Corruption Scandal Made in Brazil,2017,"Action,Crime,Thriller",6.7,4600000.0,6382550.0,4.6,6.38,1782550.0,38.75108695652174,Action,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,3
1418,tt6471684,Operation Carwash: A Worldwide Corruption Scandal Made in Brazil,2017,"Action,Crime,Thriller",6.7,4600000.0,6382550.0,4.6,6.38,1782550.0,38.75108695652174,Crime,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,3
1418,tt6471684,Operation Carwash: A Worldwide Corruption Scandal Made in Brazil,2017,"Action,Crime,Thriller",6.7,4600000.0,6382550.0,4.6,6.38,1782550.0,38.75108695652174,Thriller,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,3
1419,tt6472976,Five Feet Apart,2019,"Drama,Romance",7.2,7000000.0,91522094.0,7.0,91.52,84522094.0,1207.4584857142859,Drama,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
1419,tt6472976,Five Feet Apart,2019,"Drama,Romance",7.2,7000000.0,91522094.0,7.0,91.52,84522094.0,1207.4584857142859,Romance,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
1420,tt6476140,Serenity,2019,"Drama,Mystery,Thriller",5.3,25000000.0,14454622.0,25.0,14.45,-10545378.0,-42.181512,Drama,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3
1420,tt6476140,Serenity,2019,"Drama,Mystery,Thriller",5.3,25000000.0,14454622.0,25.0,14.45,-10545378.0,-42.181512,Mystery,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3
1420,tt6476140,Serenity,2019,"Drama,Mystery,Thriller",5.3,25000000.0,14454622.0,25.0,14.45,-10545378.0,-42.181512,Thriller,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3
1421,tt6495770,Action Point,2018,Comedy,5.1,19000000.0,5103663.0,19.0,5.1,-13896337.0,-73.13861578947368,Comedy,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1422,tt6499752,Upgrade,2018,"Action,Horror,Sci-Fi",7.5,5000000.0,16642505.0,5.0,16.64,11642505.0,232.85010000000003,Action,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,3
1422,tt6499752,Upgrade,2018,"Action,Horror,Sci-Fi",7.5,5000000.0,16642505.0,5.0,16.64,11642505.0,232.85010000000003,Horror,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,3
1422,tt6499752,Upgrade,2018,"Action,Horror,Sci-Fi",7.5,5000000.0,16642505.0,5.0,16.64,11642505.0,232.85010000000003,Sci-Fi,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,3
1423,tt6511932,The Beach Bum,2019,Comedy,5.5,5000000.0,4554416.0,5.0,4.55,-445584.0,-8.91168,Comedy,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1424,tt6512428,Indivisible,2018,"Drama,War",5.7,2700000.0,3589633.0,2.7,3.59,889633.0,32.94937037037037,Drama,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
1424,tt6512428,Indivisible,2018,"Drama,War",5.7,2700000.0,3589633.0,2.7,3.59,889633.0,32.94937037037037,War,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
1425,tt6513120,Fighting with My Family,2019,"Biography,Comedy,Drama",7.1,11000000.0,40811919.0,11.0,40.81,29811919.0,271.01744545454545,Biography,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,3
