,tconst,primaryTitle,startYear,genres,averageRating,budget,ww_gross,budget1mil,ww_gross1mil,numeratorROI,ROI,genre_list,History,Mystery,Western,Fantasy,Drama,Horror,Documentary,Comedy,Thriller,Music,Sport,Biography,Romance,Sci-Fi,Crime,Family,Adventure,Action,Musical,Animation,War,genre_count
0,tt0337692,On the Road,2012,"Adventure,Drama,Romance",6.1,25000000.0,9617377.0,25.0,9.62,-15382623.0,-61.530492,Adventure,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,3
0,tt0337692,On the Road,2012,"Adventure,Drama,Romance",6.1,25000000.0,9617377.0,25.0,9.62,-15382623.0,-61.530492,Drama,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,3
0,tt0337692,On the Road,2012,"Adventure,Drama,Romance",6.1,25000000.0,9617377.0,25.0,9.62,-15382623.0,-61.530492,Romance,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,3
1,tt0359950,The Secret Life of Walter Mitty,2013,"Comedy,Drama,Fantasy",7.3,90000000.0,188133322.0,90.0,188.13,98133322.0,109.03702444444446,Comedy,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3
1,tt0359950,The Secret Life of Walter Mitty,2013,"Comedy,Drama,Fantasy",7.3,90000000.0,188133322.0,90.0,188.13,98133322.0,109.03702444444446,Drama,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3
1,tt0359950,The Secret Life of Walter Mitty,2013,"Comedy,Drama,Fantasy",7.3,90000000.0,188133322.0,90.0,188.13,98133322.0,109.03702444444446,Fantasy,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3
2,tt0365907,A Walk Among the Tombstones,2014,"Action,Crime,Drama",6.5,28000000.0,58834384.0,28.0,58.83,30834384.0,110.12280000000001,Action,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,3
2,tt0365907,A Walk Among the Tombstones,2014,"Action,Crime,Drama",6.5,28000000.0,58834384.0,28.0,58.83,30834384.0,110.12280000000001,Crime,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,3
2,tt0365907,A Walk Among the Tombstones,2014,"Action,Crime,Drama",6.5,28000000.0,58834384.0,28.0,58.83,30834384.0,110.12280000000001,Drama,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,3
3,tt0369610,Jurassic World,2015,"Action,Adventure,Sci-Fi",7.0,150000000.0,1670400637.0,150.0,1670.4,1520400637.0,1013.6004246666668,Action,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,3
3,tt0369610,Jurassic World,2015,"Action,Adventure,Sci-Fi",7.0,150000000.0,1670400637.0,150.0,1670.4,1520400637.0,1013.6004246666668,Adventure,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,3
3,tt0369610,Jurassic World,2015,"Action,Adventure,Sci-Fi",7.0,150000000.0,1670400637.0,150.0,1670.4,1520400637.0,1013.6004246666668,Sci-Fi,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,3
4,tt0376136,The Rum Diary,2011,"Comedy,Drama",6.2,45000000.0,30134958.0,45.0,30.13,-14865042.0,-33.033426666666664,Comedy,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2
4,tt0376136,The Rum Diary,2011,"Comedy,Drama",6.2,45000000.0,30134958.0,45.0,30.13,-14865042.0,-33.033426666666664,Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2
5,tt0377981,Gnomeo & Juliet,2011,"Adventure,Animation,Comedy",5.9,36000000.0,193967670.0,36.0,193.97,157967670.0,438.79908333333333,Adventure,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,3
5,tt0377981,Gnomeo & Juliet,2011,"Adventure,Animation,Comedy",5.9,36000000.0,193967670.0,36.0,193.97,157967670.0,438.79908333333333,Animation,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,3
5,tt0377981,Gnomeo & Juliet,2011,"Adventure,Animation,Comedy",5.9,36000000.0,193967670.0,36.0,193.97,157967670.0,438.79908333333333,Comedy,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,3
6,tt0383010,The Three Stooges,2012,"Comedy,Family",5.0,30000000.0,54819301.0,30.0,54.82,24819301.0,82.73100333333333,Comedy,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,2
6,tt0383010,The Three Stooges,2012,"Comedy,Family",5.0,30000000.0,54819301.0,30.0,54.82,24819301.0,82.73100333333333,Family,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,2
7,tt0385887,Motherless Brooklyn,2019,"Crime,Drama,Mystery",6.8,26000000.0,18477736.0,26.0,18.48,-7522264.0,-28.931784615384615,Crime,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3
7,tt0385887,Motherless Brooklyn,2019,"Crime,Drama,Mystery",6.8,26000000.0,18477736.0,26.0,18.48,-7522264.0,-28.931784615384615,Drama,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3
7,tt0385887,Motherless Brooklyn,2019,"Crime,Drama,Mystery",6.8,26000000.0,18477736.0,26.0,18.48,-7522264.0,-28.931784615384615,Mystery,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3
8,tt0398286,Tangled,2010,"Adventure,Animation,Comedy",7.7,260000000.0,592461732.0,260.0,592.46,332461732.0,127.86989692307694,Adventure,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,3
8,tt0398286,Tangled,2010,"Adventure,Animation,Comedy",7.7,260000000.0,592461732.0,260.0,592.46,332461732.0,127.86989692307694,Animation,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,3
8,tt0398286,Tangled,2010,"Adventure,Animation,Comedy",7.7,260000000.0,592461732.0,260.0,592.46,332461732.0,127.86989692307694,Comedy,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,3
9,tt0401729,John Carter,2012,"Action,Adventure,Sci-Fi",6.6,250000000.0,284139100.0,250.0,284.14,34139100.0,13.65564,Action,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,3
9,tt0401729,John Carter,2012,"Action,Adventure,Sci-Fi",6.6,250000000.0,284139100.0,250.0,284.14,34139100.0,13.65564,Adventure,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,3
9,tt0401729,John Carter,2012,"Action,Adventure,Sci-Fi",6.6,250000000.0,284139100.0,250.0,284.14,34139100.0,13.65564,Sci-Fi,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,3
10,tt0403645,Burnt by the Sun 2,2010,"Drama,History,War",4.2,45000000.0,8266778.0,45.0,8.27,-36733222.0,-81.62938222222222,Drama,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3
10,tt0403645,Burnt by the Sun 2,2010,"Drama,History,War",4.2,45000000.0,8266778.0,45.0,8.27,-36733222.0,-81.62938222222222,History,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3
10,tt0403645,Burnt by the Sun 2,2010,"Drama,History,War",4.2,45000000.0,8266778.0,45.0,8.27,-36733222.0,-81.62938222222222,War,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3
11,tt0409847,Cowboys & Aliens,2011,"Action,Sci-Fi,Thriller",6.0,163000000.0,174822325.0,163.0,174.82,11822325.0,7.2529601226993865,Action,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,3
11,tt0409847,Cowboys & Aliens,2011,"Action,Sci-Fi,Thriller",6.0,163000000.0,174822325.0,163.0,174.82,11822325.0,7.2529601226993865,Sci-Fi,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,3
11,tt0409847,Cowboys & Aliens,2011,"Action,Sci-Fi,Thriller",6.0,163000000.0,174822325.0,163.0,174.82,11822325.0,7.2529601226993865,Thriller,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,3
12,tt0411951,Tekken,2010,"Action,Crime,Drama",4.8,30000000.0,1697207.0,30.0,1.7,-28302793.0,-94.34264333333333,Action,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,3
12,tt0411951,Tekken,2010,"Action,Crime,Drama",4.8,30000000.0,1697207.0,30.0,1.7,-28302793.0,-94.34264333333333,Crime,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,3
12,tt0411951,Tekken,2010,"Action,Crime,Drama",4.8,30000000.0,1697207.0,30.0,1.7,-28302793.0,-94.34264333333333,Drama,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,3
13,tt0427152,Dinner for Schmucks,2010,Comedy,5.9,69000000.0,86855739.0,69.0,86.86,17855739.0,25.87788260869565,Comedy,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
14,tt0429493,The A-Team,2010,"Action,Adventure,Thriller",6.7,110000000.0,177238796.0,110.0,177.24,67238796.0,61.12617818181818,Action,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,3
14,tt0429493,The A-Team,2010,"Action,Adventure,Thriller",6.7,110000000.0,177238796.0,110.0,177.24,67238796.0,61.12617818181818,Adventure,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,3
14,tt0429493,The A-Team,2010,"Action,Adventure,Thriller",6.7,110000000.0,177238796.0,110.0,177.24,67238796.0,61.12617818181818,Thriller,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,3
15,tt0431021,The Possession,2012,"Horror,Mystery,Thriller",5.9,14000000.0,85446075.0,14.0,85.45,71446075.0,510.3291071428571,Horror,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3
15,tt0431021,The Possession,2012,"Horror,Mystery,Thriller",5.9,14000000.0,85446075.0,14.0,85.45,71446075.0,510.3291071428571,Mystery,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3
15,tt0431021,The Possession,2012,"Horror,Mystery,Thriller",5.9,14000000.0,85446075.0,14.0,85.45,71446075.0,510.3291071428571,Thriller,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3
16,tt0433035,Real Steel,2011,"Action,Drama,Sci-Fi",7.1,110000000.0,299268508.0,110.0,299.27,189268508.0,172.06228,Action,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,3
16,tt0433035,Real Steel,2011,"Action,Drama,Sci-Fi",7.1,110000000.0,299268508.0,110.0,299.27,189268508.0,172.06228,Drama,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,3
16,tt0433035,Real Steel,2011,"Action,Drama,Sci-Fi",7.1,110000000.0,299268508.0,110.0,299.27,189268508.0,172.06228,Sci-Fi,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,3
17,tt0435651,The Giver,2014,"Drama,Romance,Sci-Fi",6.5,25000000.0,66980456.0,25.0,66.98,41980456.0,167.921824,Drama,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,3
17,tt0435651,The Giver,2014,"Drama,Romance,Sci-Fi",6.5,25000000.0,66980456.0,25.0,66.98,41980456.0,167.921824,Romance,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,3
17,tt0435651,The Giver,2014,"Drama,Romance,Sci-Fi",6.5,25000000.0,66980456.0,25.0,66.98,41980456.0,167.921824,Sci-Fi,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,3
18,tt0435761,Toy Story 3,2010,"Adventure,Animation,Comedy",8.3,200000000.0,1066969703.0,200.0,1066.97,866969703.0,433.4848515,Adventure,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,3
18,tt0435761,Toy Story 3,2010,"Adventure,Animation,Comedy",8.3,200000000.0,1066969703.0,200.0,1066.97,866969703.0,433.4848515,Animation,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,3
18,tt0435761,Toy Story 3,2010,"Adventure,Animation,Comedy",8.3,200000000.0,1066969703.0,200.0,1066.97,866969703.0,433.4848515,Comedy,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,3
19,tt0437086,Alita: Battle Angel,2019,"Action,Adventure,Sci-Fi",7.3,170000000.0,404852543.0,170.0,404.85,234852543.0,138.14855470588233,Action,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,3
19,tt0437086,Alita: Battle Angel,2019,"Action,Adventure,Sci-Fi",7.3,170000000.0,404852543.0,170.0,404.85,234852543.0,138.14855470588233,Adventure,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,3
19,tt0437086,Alita: Battle Angel,2019,"Action,Adventure,Sci-Fi",7.3,170000000.0,404852543.0,170.0,404.85,234852543.0,138.14855470588233,Sci-Fi,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,3
20,tt0441881,Danger Close,2019,"Action,Drama,War",6.8,17040000.0,2078370.0,17.04,2.08,-14961630.0,-87.80299295774648,Action,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,3
20,tt0441881,Danger Close,2019,"Action,Drama,War",6.8,17040000.0,2078370.0,17.04,2.08,-14961630.0,-87.80299295774648,Drama,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,3
20,tt0441881,Danger Close,2019,"Action,Drama,War",6.8,17040000.0,2078370.0,17.04,2.08,-14961630.0,-87.80299295774648,War,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,3
21,tt0443272,Lincoln,2012,"Biography,Drama,History",7.3,65000000.0,275293450.0,65.0,275.29,210293450.0,323.5283846153846,Biography,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3
21,tt0443272,Lincoln,2012,"Biography,Drama,History",7.3,65000000.0,275293450.0,65.0,275.29,210293450.0,323.5283846153846,Drama,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3
21,tt0443272,Lincoln,2012,"Biography,Drama,History",7.3,65000000.0,275293450.0,65.0,275.29,210293450.0,323.5283846153846,History,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3
22,tt0446029,Scott Pilgrim vs. the World,2010,"Action,Comedy,Fantasy",7.5,60000000.0,47664559.0,60.0,47.66,-12335441.0,-20.559068333333332,Action,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,3
22,tt0446029,Scott Pilgrim vs. the World,2010,"Action,Comedy,Fantasy",7.5,60000000.0,47664559.0,60.0,47.66,-12335441.0,-20.559068333333332,Comedy,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,3
22,tt0446029,Scott Pilgrim vs. the World,2010,"Action,Comedy,Fantasy",7.5,60000000.0,47664559.0,60.0,47.66,-12335441.0,-20.559068333333332,Fantasy,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,3
23,tt0448115,Shazam!,2019,"Action,Adventure,Comedy",7.1,100000000.0,365971656.0,100.0,365.97,265971656.0,265.971656,Action,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,3
23,tt0448115,Shazam!,2019,"Action,Adventure,Comedy",7.1,100000000.0,365971656.0,100.0,365.97,265971656.0,265.971656,Adventure,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,3
23,tt0448115,Shazam!,2019,"Action,Adventure,Comedy",7.1,100000000.0,365971656.0,100.0,365.97,265971656.0,265.971656,Comedy,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,3
24,tt0448694,Puss in Boots,2011,"Adventure,Animation,Comedy",6.6,130000000.0,554987477.0,130.0,554.99,424987477.0,326.9134438461538,Adventure,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,3
24,tt0448694,Puss in Boots,2011,"Adventure,Animation,Comedy",6.6,130000000.0,554987477.0,130.0,554.99,424987477.0,326.9134438461538,Animation,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,3
24,tt0448694,Puss in Boots,2011,"Adventure,Animation,Comedy",6.6,130000000.0,554987477.0,130.0,554.99,424987477.0,326.9134438461538,Comedy,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,3
25,tt0451279,Wonder Woman,2017,"Action,Adventure,Fantasy",7.4,149000000.0,821847012.0,149.0,821.85,672847012.0,451.57517583892616,Action,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,3
25,tt0451279,Wonder Woman,2017,"Action,Adventure,Fantasy",7.4,149000000.0,821847012.0,149.0,821.85,672847012.0,451.57517583892616,Adventure,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,3
25,tt0451279,Wonder Woman,2017,"Action,Adventure,Fantasy",7.4,149000000.0,821847012.0,149.0,821.85,672847012.0,451.57517583892616,Fantasy,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,3
26,tt0453562,42,2013,"Biography,Drama,Sport",7.5,40000000.0,97470701.0,40.0,97.47,57470701.0,143.6767525,Biography,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,3
26,tt0453562,42,2013,"Biography,Drama,Sport",7.5,40000000.0,97470701.0,40.0,97.47,57470701.0,143.6767525,Drama,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,3
26,tt0453562,42,2013,"Biography,Drama,Sport",7.5,40000000.0,97470701.0,40.0,97.47,57470701.0,143.6767525,Sport,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,3
27,tt0454876,Life of Pi,2012,"Adventure,Drama,Fantasy",7.9,120000000.0,609016565.0,120.0,609.02,489016565.0,407.51380416666666,Adventure,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3
27,tt0454876,Life of Pi,2012,"Adventure,Drama,Fantasy",7.9,120000000.0,609016565.0,120.0,609.02,489016565.0,407.51380416666666,Drama,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3
27,tt0454876,Life of Pi,2012,"Adventure,Drama,Fantasy",7.9,120000000.0,609016565.0,120.0,609.02,489016565.0,407.51380416666666,Fantasy,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3
28,tt0455407,The Crazies,2010,"Horror,Thriller",6.5,20000000.0,54806823.0,20.0,54.81,34806823.0,174.03411499999999,Horror,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
28,tt0455407,The Crazies,2010,"Horror,Thriller",6.5,20000000.0,54806823.0,20.0,54.81,34806823.0,174.03411499999999,Thriller,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
29,tt0455944,The Equalizer,2014,"Action,Crime,Thriller",7.2,55000000.0,192330738.0,55.0,192.33,137330738.0,249.69225090909092,Action,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,3
29,tt0455944,The Equalizer,2014,"Action,Crime,Thriller",7.2,55000000.0,192330738.0,55.0,192.33,137330738.0,249.69225090909092,Crime,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,3
29,tt0455944,The Equalizer,2014,"Action,Crime,Thriller",7.2,55000000.0,192330738.0,55.0,192.33,137330738.0,249.69225090909092,Thriller,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,3
30,tt0458339,Captain America: The First Avenger,2011,"Action,Adventure,Sci-Fi",6.9,140000000.0,370569774.0,140.0,370.57,230569774.0,164.69269571428572,Action,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,3
30,tt0458339,Captain America: The First Avenger,2011,"Action,Adventure,Sci-Fi",6.9,140000000.0,370569774.0,140.0,370.57,230569774.0,164.69269571428572,Adventure,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,3
30,tt0458339,Captain America: The First Avenger,2011,"Action,Adventure,Sci-Fi",6.9,140000000.0,370569774.0,140.0,370.57,230569774.0,164.69269571428572,Sci-Fi,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,3
31,tt0458413,A Long Way Down,2014,"Comedy,Drama",6.4,12000000.0,7257942.0,12.0,7.26,-4742058.0,-39.51715,Comedy,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2
31,tt0458413,A Long Way Down,2014,"Comedy,Drama",6.4,12000000.0,7257942.0,12.0,7.26,-4742058.0,-39.51715,Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2
32,tt0458481,Frank Miller's Sin City: A Dame to Kill For,2014,"Action,Crime,Thriller",6.5,65000000.0,39407616.0,65.0,39.41,-25592384.0,-39.37289846153846,Action,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,3
32,tt0458481,Frank Miller's Sin City: A Dame to Kill For,2014,"Action,Crime,Thriller",6.5,65000000.0,39407616.0,65.0,39.41,-25592384.0,-39.37289846153846,Crime,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,3
32,tt0458481,Frank Miller's Sin City: A Dame to Kill For,2014,"Action,Crime,Thriller",6.5,65000000.0,39407616.0,65.0,39.41,-25592384.0,-39.37289846153846,Thriller,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,3
33,tt0459748,Generation P,2011,"Comedy,Drama,Sci-Fi",6.8,7000000.0,4653071.0,7.0,4.65,-2346929.0,-33.52755714285715,Comedy,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,3
33,tt0459748,Generation P,2011,"Comedy,Drama,Sci-Fi",6.8,7000000.0,4653071.0,7.0,4.65,-2346929.0,-33.52755714285715,Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,3
33,tt0459748,Generation P,2011,"Comedy,Drama,Sci-Fi",6.8,7000000.0,4653071.0,7.0,4.65,-2346929.0,-33.52755714285715,Sci-Fi,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,3
34,tt0464154,Piranha 3D,2010,"Comedy,Horror",5.4,24000000.0,83188165.0,24.0,83.19,59188165.0,246.61735416666664,Comedy,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2
34,tt0464154,Piranha 3D,2010,"Comedy,Horror",5.4,24000000.0,83188165.0,24.0,83.19,59188165.0,246.61735416666664,Horror,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2
35,tt0470752,Ex Machina,2014,"Drama,Mystery,Sci-Fi",7.7,15000000.0,36869414.0,15.0,36.87,21869414.0,145.79609333333335,Drama,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3
35,tt0470752,Ex Machina,2014,"Drama,Mystery,Sci-Fi",7.7,15000000.0,36869414.0,15.0,36.87,21869414.0,145.79609333333335,Mystery,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3
35,tt0470752,Ex Machina,2014,"Drama,Mystery,Sci-Fi",7.7,15000000.0,36869414.0,15.0,36.87,21869414.0,145.79609333333335,Sci-Fi,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3
36,tt0471042,Tower Heist,2011,"Action,Comedy,Crime",6.2,75000000.0,152930623.0,75.0,152.93,77930623.0,103.90749733333334,Action,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,3
36,tt0471042,Tower Heist,2011,"Action,Comedy,Crime",6.2,75000000.0,152930623.0,75.0,152.93,77930623.0,103.90749733333334,Comedy,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,3
36,tt0471042,Tower Heist,2011,"Action,Comedy,Crime",6.2,75000000.0,152930623.0,75.0,152.93,77930623.0,103.90749733333334,Crime,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,3
37,tt0472181,The Smurfs,2011,"Adventure,Animation,Comedy",5.4,110000000.0,563749323.0,110.0,563.75,453749323.0,412.4993845454545,Adventure,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,3
37,tt0472181,The Smurfs,2011,"Adventure,Animation,Comedy",5.4,110000000.0,563749323.0,110.0,563.75,453749323.0,412.4993845454545,Animation,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,3
37,tt0472181,The Smurfs,2011,"Adventure,Animation,Comedy",5.4,110000000.0,563749323.0,110.0,563.75,453749323.0,412.4993845454545,Comedy,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,3
38,tt0472399,The Mechanic,2011,"Action,Thriller",6.6,40000000.0,76130093.0,40.0,76.13,36130093.0,90.3252325,Action,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
38,tt0472399,The Mechanic,2011,"Action,Thriller",6.6,40000000.0,76130093.0,40.0,76.13,36130093.0,90.3252325,Thriller,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
39,tt0473075,Prince of Persia: The Sands of Time,2010,"Action,Adventure,Fantasy",6.6,200000000.0,336365676.0,200.0,336.37,136365676.0,68.182838,Action,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,3
39,tt0473075,Prince of Persia: The Sands of Time,2010,"Action,Adventure,Fantasy",6.6,200000000.0,336365676.0,200.0,336.37,136365676.0,68.182838,Adventure,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,3
39,tt0473075,Prince of Persia: The Sands of Time,2010,"Action,Adventure,Fantasy",6.6,200000000.0,336365676.0,200.0,336.37,136365676.0,68.182838,Fantasy,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,3
40,tt0475290,"Hail, Caesar!",2016,"Comedy,Drama,Music",6.3,22000000.0,63647656.0,22.0,63.65,41647656.0,189.30752727272727,Comedy,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,3
40,tt0475290,"Hail, Caesar!",2016,"Comedy,Drama,Music",6.3,22000000.0,63647656.0,22.0,63.65,41647656.0,189.30752727272727,Drama,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,3
40,tt0475290,"Hail, Caesar!",2016,"Comedy,Drama,Music",6.3,22000000.0,63647656.0,22.0,63.65,41647656.0,189.30752727272727,Music,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,3
